Suburb Name
Cloverlea (Palmerston North City)
Clutha Valley
Clyde
Coastlands
Coatesville
Cobden
Cockle Bay
College Estate
College Hill
Colville
Concord
Conifer Grove East
Conifer Grove West
Cooks Beach-Ferry Landing
Cornmarket
Cornwall Park
Coromandel
Corstorphine
Courtenay
Craigieburn
Crawshaw
Crofton Downs
Cromwell East
Cromwell West
Daelyn
Dairy Flat North
Dairy Flat South
Dairy Flat West
Dallington
Dannemora North-Shamrock Park
Dannemora South
Dannevirke East
Dannevirke West
Danseys Pass
Darfield
Dargaville
Deans Bush
Deanwell
Delaney
Devonport
Diamond Harbour
Dingwall
Dinsdale North
Dinsdale South
Dixon Street East
Dixon Street West
Dobson
Dome Valley-Matakana
Doncaster
Donegal Park East
Donegal Park West
Donnelly Park
Doubtless Bay
Douglas
Douglas Park
Drury East
Drury South Crossing
Drury West
Dunedin Central
Dunstan-Galloway
Ealing-Lowcliffe
Earnscleugh
Easby Park
East Cape
East Gore
East Taieri
East Tamaki
Eastbourne
Eastern Bays
Eastern Beach
Ebdentown
Eden Park
Eden Terrace
Eden Valley
Edendale-Woodlands
Edgecumbe
Edgeware North
Edgeware South
Eiffelton
Elderslea
Elgin
Ellerslie Central
Ellerslie East
Ellerslie South
Ellerslie West
Elsdon-Takapuwahia
Eltham
Endeavour East
Endeavour West
Enderley North
Enderley South
Enner Glynn
Ensors
Epsom Central-North
Epsom Central-South
Epsom East
Epsom North
Epsom South
Epuni East
Epuni West
Esplanade
Eureka-Tauwhare
Evans Bay
Everett Park
Eyrewell
Fairfield (Dunedin City)
Fairfield (Horowhenua District)
Fairfield North (Hamilton City)
Fairfield South (Hamilton City)
Fairlie
Fairose
Fairview
Fairview Downs
Fairview Heights
Fairy Springs
Faringdon
Farm Cove
Favona East
Favona North
Favona West
Featherston
Feilding Central
Fencourt
Fendalton
Fenton Park
Ferguson
Ferndale
Fernhill
Fernside
Fiordland
Fitzherbert
Fitzroy (Hamilton City)
Fitzroy (New Plymouth District)
Flagstaff East
Flagstaff North East
Flagstaff North West
Flagstaff South
Flaxmere Park
Flaxmere South
Flaxmere West
Forbury
Fordlands
Forest Lake (Hamilton City)
Forest Lakes (Kapiti Coast District)
Forrest Hill East
Forrest Hill North
Forrest Hill West
Foxton Beach
Foxton North
Foxton South
Frankleigh Park
Frankton
Frankton Arm
Frankton Junction
Fraser Cove
Fraser Park
Fraser Street
Frasertown-Ruakituri
Freemans Bay
Frimley
Fruitvale
Galatea
Gardens (Dunedin City)
Gate Pa
Georgetown
Geraldine
Gisborne Central
Gladstone (Carterton District)
Gladstone (Invercargill City)
Glamorgan
Glen Avon
Glen Eden Central
Glen Eden Konini
Glen Eden North
Glen Eden Rosier
Glen Eden West
Glen Eden Woodglen
Glen Innes East-Wai O Taiki Bay
Glen Innes West
Glen Warren
Glenavon
Glenbrook
Glendale
Glendene North East
Glendene North West
Glendene South
Glendowie North
Glendowie South East
Glendowie South West
Glenfield Central
Glenfield East
Glenfield North
Glenfield South West
Glenfield West
Glengarry
Glenholme North
Glenholme South
Gleniti North
Gleniti South
Glenleith
Glenorchy
Glenroy-Hororata
Glenside-Churton Park East
Glentunnel
Glenview
Glenwood
Golden Bay/Mohua
Golden Downs
Golden Springs
Golflands
Gonville North
Gonville South
Gonville West
Goodfellow Park
Goodwood Heights East
Goodwood Heights West
Gore Central
Gore Main
Gore North
Gore South
Gore West
Governors Bay
Gracefield
Grafton
Grafton West
Grampians
Granfield Reserve
Grange
Green Bay North
Green Bay South
Green Island
Greenhill Park
Greenhithe East
Greenhithe South
Greenhithe West
Greenlane Central
Greenlane North
Greenlane South
Greenmeadows Central
Greenmeadows South
Greenmeadows West
Greensboro
Greerton North
Greerton South
Grenada North
Grenada Village
Grey Lynn Central
Grey Lynn East
Grey Lynn North
Grey Lynn West
Greymouth Central
Greymouth Rural
Greytown
Grove Bush
Gulf Harbour North
Gulf Harbour South
Gulf Islands
Haast
Hadlow
Hagley Park
Hairini
Hakataramea
Half Moon Bay North East
Half Moon Bay South East
Half Moon Bay West
Halfway Bush
Halkett
Halswell North
Halswell South
Halswell South East
Halswell South West
Halswell West
Hamilton Central
Hamilton East
Hamilton East Cook
Hamilton East Village
Hamilton Estate
Hamilton Lake North
Hamilton Lake South
Hamilton Park
Hamilton West
Hampstead
Hamurana
Hangaroa
Hangatiki
Hanmer Range
Hanmer Springs
Harania North
Harania South
Harbour View Heights
Harbourside
Harewood
Haruru
Hastings Central
Hataitai North East
Hataitai North West
Hataitai South
Hatfields Beach
Haumoana
Hauraki
Hauraki Plains East
Hauraki Plains North
Hauraki Plains South
Hautapu
Hautapu Rural
Havelock Hills
Havelock North-Central
Heathcote Valley
Hedgehope
Hei Hei
Heidelberg
Helensburgh
Helensville
Helensville Rural
Henderson Central
Henderson East
Henderson Larnoch
Henderson Lincoln East
Henderson Lincoln South
Henderson Lincoln West
Henderson North
Henderson North East
Henderson Valley
Henderson Valley Park
Henderson West
Herangi
Herekino-Takahue
Heretaunga
Hereworth
Herne Bay
Hexton
Highbury East
Highfield North
Highfield South
Highland Park (Auckland)
Highlands Park (New Plymouth District)
Hikuai
Hikurangi
Hillcrest (Rotorua District)
Hillcrest East (Auckland)
Hillcrest East (Hamilton City)
Hillcrest North (Auckland)
Hillcrest West (Auckland)
Hillcrest West (Hamilton City)
Hillmorton
Hillpark North
Hillpark South
Hillsborough (Christchurch City)
Hillsborough Central (Auckland)
Hillsborough North (Auckland)
Hillsborough South (Auckland)
Hillside-Portsmouth Drive
Hilltop (Auckland)
Hilltop (Taupo District)
Hingaia
Hinuera
Hobson Ridge Central
Hobson Ridge North
Hobson Ridge South
Hobsonville
Hobsonville Point Catalina Bay
Hobsonville Point Park
Hobsonville Scott Point
Hokianga North
Hokianga South
Hokitika
Hokitika Rural
Hokitika Valley-Otira
Hokowhitu Central
Hokowhitu East
Hokowhitu South
Holdens Bay-Rotokawa
Holmes Hill
Holmwood
Homai Central
Homai East
Homai West
Homebush-Te Ore Ore
Homedale East
Homedale West
Honikiwi
Hoon Hay East
Hoon Hay South
Hoon Hay West
Hope
Horahora
Hornby Central
Hornby South
Hornby West
Horotiu
Horsham Downs
Hospital Hill
Houghton Bay
Howick Central
Howick East
Howick West
Huntington
Huntington Park
Huntly East
Huntly Rural
Huntly South
Huntly West
Huntsbury
Hunua
Hurdon
Hutt Central North
Hutt Central South
Hāwera Central
Hāwera West
Ilam North
Ilam South
Ilam University
Inangahua
Inglewood
Inland water Lake Ellesmere/Te Waihora North
Inland water Lake Ellesmere/Te Waihora South
Inland water Lake Hauroko
Inland water Lake Hāwea
Inland water Lake Manapouri
Inland water Lake Pukaki
Inland water Lake Rotorua
Inland water Lake Taupō
Inland water Lake Te Ānau
Inland water Lake Tekapo
Inland water Lake Waikaremoana
Inland water Lake Wairarapa
Inland water Lake Wakatipu
Inland water Lake Wānaka
Inland water Lake Ōhau
Inlet Akaroa Harbour
Inlet Bluff Harbour
Inlet Catlins
Inlet Doubtless Bay
Inlet Eastland Port
Inlet Grey River
Inlet Kaipara Harbour North
Inlet Kaipara Harbour South
Inlet Mangawhai Harbour
Inlet Manukau Harbour
Inlet Napier City
Inlet New River Estuary
Inlet Ohiwa Harbour East
Inlet Ohiwa Harbour West
Inlet Otago Harbour
Inlet Porirua Harbour
Inlet Port Lyttelton
Inlet Port Napier
Inlet Port Oamaru
Inlet Port Taranaki
Inlet Port Timaru
Inlet Tauranga Harbour North
Inlet Tauranga Harbour South
Inlet Waimea West
Inlet Wairau River
Inlet Waitemata Harbour
Inlet Waitomo District
Inlet Wellington Harbour
Inlet Whangārei Harbour
Inlets Buller District
Inlets Far North District
Inlets Fiordland
Inlets Golden Bay
Inlets Maketū
Inlets Motueka
Inlets Nelson City
Inlets Thames-Coromandel District
Inlets Waikato District
Inlets Waikato Region
Inlets Westland District
Inlets other Auckland
Inlets other Christchurch City
Inlets other Dunedin City
Inlets other Southland District
Inlets other Whangarei District
Inlets Ōtorohanga District
Invercargill Central
Invergarry
Iona
Irongate
Irwell
Island Bay East
Island Bay West
Islands Bay of Plenty Region
Islands Tasman District
Islands Thames-Coromandel District
Islington
Islington-Hornby Industrial
Jacks Point
Jellie Park
Johnsonville Central
Johnsonville North
Johnsonville South
Johnsonville West
Judea
Kahikatea
Kahuranaki
Kahutara
Kaiapoi Central
Kaiapoi East
Kaiapoi North West
Kaiapoi South
Kaiapoi West
Kaikohe
Kaikorai-Bradford
Kaikōura
Kaikōura Ranges
Kaimai
Kaimanawa
Kaingaroa-Whakarewarewa
Kainui-Gordonton
Kaipaki
Kaipara Coastal
Kaipara Hills
Kaitake
Kaitangata-Matau
Kaitawa
Kaitemako
Kaiteriteri-Rīwaka
Kaiti North
Kaiti South
Kaitoke-Fordell
Kaitāia East
Kaitāia West
Kaiwaka
Kamo Central
Kamo East
Kamo West
Kapiti Island
Kaponga-Mangatoki
Kapuni
Karaka Bay-Worser Bay
Karaka Creek
Karaka Lakes
Karamea
Karamu
Karanema-St Hill
Karangahape East
Karangahape West
Karapiro
Karikari Peninsula
Karori East
Karori North
Karori Park
Karori South
Karori West
Karoro
Katikati North
Katikati South
Kauaeranga
Kaukapakapa
Kaukapakapa Rural
Kauri
Kaurilands
Kauwhata
Kawaha
Kawakawa
Kawakawa Bay-Orere
Kawaroa
Kawerau Central
Kawerau Industrial
Kawiu North
Kawiu South
Keenan Road
Kelburn
Kelson
Kelston North
Kelston South
Kelvin Grove North
Kelvin Grove West
Kelvin Heights
Kendallvale
Kenmure
Kennedys Bush
Kennington-Tisbury
Kensington (Timaru District)
Kensington (Whangarei District)
Kere Kere
Kerikeri Central
Kerikeri South
Kew (Dunedin City)
Khandallah North
Khandallah Reserve
Khandallah South
Kihikihi Central
Kilbirnie Central
Kilbirnie East
Kimberley
Kimbolton North
Kimbolton South
Kimbolton West
King Edward Park
King Park
Kingsbury
Kingseat-Karaka
Kingsland
Kingston
Kingston-Mornington-Vogeltown
Kingsway
Kingswell
Kinleith
Kinloch
Kirikiriroa
Kiripaka
Kirwee
Kiwitea
Kohimarama Bay
Kohimarama Stadium
Kohukohu-Broadwood
Kokotau
Konini Road
Kopuaranga
Kopurererua
Korokoro
Koutu
Kuirau
Kumeū Rural East
Kumeū Rural West
Kumeū-Huapai North
Kumeū-Huapai South
Kuripuni
Kāeo
Ladbrooks
Laingholm
Laird Park
Lake Brunner
Lake Cameron
Lake Hayes
Lake Hayes Estate
Lake Hāwea
Lake Manuwai-Kapiro
Lake Ngaroto
Lake Taupō Bays
Lancaster Park
Lansdowne East
Lansdowne West
Leabank
Leamington Central
Leamington East
Leamington South
Leamington West
Leeston
Lepperton-Brixton
Levels
Levels Valley
Levin Central
Lilybrook
Lincoln East
Lincoln North
Lincoln South
Lincoln West
Linden
Lindis-Nevis Valleys
Linton Camp
Linwood Central
Linwood East
Linwood North
Loburn
Lochain Park
Long Bay
Longlands-Pukahu
Longwood Forest
Lower Aramoho
Lower Moutere
Lower Vogeltown
Lower Wairau
Lower Waitaki
Lucknow
Lumsden-Balfour
Lyall Bay
Lyalldale
Lynfield Central
Lynfield Harbour View
Lynmore
Lyttelton
Lytton
Macandrew Bay-Company Bay
Mackenzie Lakes
Maeroa
Maheno
Mahia
Mahora
Mahurangi Peninsula
Maihiihi
Mairangi Bay North
Mairangi Bay South
Mairehau North
Mairehau South
Mairtown
Maitai
Maitlands
Makahika
Makaraka-Awapuni
Makaretu
Maketū
Makino
Makomako
Malvern
Mana Island
Manaia
Manawahe
Mandeville
Mangaiti
Mangakahia-Hūkerenui
Mangakakahi Central
Mangakakahi West
Mangakino
Mangaonuku
Mangaoraka
Mangapapa East
Mangapapa North
Mangapapa South
Mangarara
Mangaroa
Mangatainoka
Mangatangi
Mangateretere
Mangawhai
Mangawhai Heads
Mangawhai Rural
Mangawhio
Mangorei
Maniototo
Manly East
Manly West
Manor Park
Manuherikia-Ida Valleys
Manuka
Manukau Central
Manurewa Central
Manurewa East
Manurewa South
Manurewa West
Manutahi-Waitōtora
Maori Hill
Maoribank
Mapara
Mara
Maraekakaho
Maraenui
Maraetai
Maraetarata
Maramarua
Mararoa
Marchwiel East
Marchwiel West
Marewa East
Marewa West
Marfell
Marlborough Sounds Coastal Marine
Marlborough Sounds East
Marlborough Sounds West
Maromaku
Marotiri
Marsden
Marshland
Martinborough
Marton North
Marton Rural
Marton South
Marybank
Maryhill
Massey Central
Massey Keegan
Massey Red Hills
Massey Road North
Massey Road South
Massey Road West
Massey Royal Road West
Massey South
Massey West
Masterton Central
Matakana Island
Matamata East
Matamata North
Matamata West
Matapihi
Matapouri-Tutukākā
Matarau
Mataraua Forest
Matarawa
Matatoki-Pūriri
Matatā-Otakiri
Mataura
Matawaia-Taumarere
Matua North
Matua South
Maungakotukutuku
Maungaraki
Maungaru
Maungataniwha-Raupunga
Maungatapu
Maungatautari
Maungati
Maungatāpere
Maungatūroto
Maungawhau
Maunu
Maupuia
Mayfair
Mayfield
McJorrow Park
McLaren Memorial Park
McLean Park
McLeans Island
Meadowbank East
Meadowbank West
Meeanee-Awatoto
Mellons Bay
Melrose
Melville North
Melville South
Mercury Bay North
Mercury Bay South
Merivale
Merrilands
Methven
Middlefield
Middlemore
Middleton
Milford Central
Milford West
Milldale
Millwater Central
Millwater North
Millwater South
Milson North
Milson South
Milton
Milverton
Minden
Miramar Central
Miramar East
Miramar North
Miramar South
Miranda-Pūkorokoro
Miranui
Miropiko
Mission Bay
Mission Bay Eastridge
Mission Heights North
Mission Heights South
Moananui
Moera
Moerewa
Mokai Patea
Mokorua Bush
Momona
Mona Vale
Monika Reserve
Morningside (Auckland)
Morningside (Whangarei District)
Mornington
Morrinsville East
Morrinsville North
Morrinsville West
Morven-Glenavy-Ikawai
Mosgiel Central
Mosgiel East
Mossburn
Motiti
Motueka East
Motueka North
Motueka West
Motukarara
Motunau Island
Moturoa
Mount Albert Central
Mount Albert North
Mount Albert South
Mount Albert West
Mount Cargill
Mount Cook East
Mount Cook North
Mount Cook South
Mount Eden East
Mount Eden North
Mount Eden North East
Mount Eden South
Mount Eden West
Mount Holdsworth
Mount Maunganui Central
Mount Maunganui North
Mount Maunganui South
Mount Messenger
Mount Pleasant
Mount Roskill Central East
Mount Roskill Central North
Mount Roskill Central South
Mount Roskill Nirvana
Mount Roskill North
Mount Roskill North East
Mount Roskill South
Mount Roskill South East
Mount Roskill West
Mount Roskill White Swan
Mount St John
Mount Taylor
Mount Victoria North
Mount Victoria South
Mount Wellington Central
Mount Wellington East
Mount Wellington Ferndale
Mount Wellington Hamlin
Mount Wellington Industrial
Mount Wellington North East
Mount Wellington North West
Mount Wellington South East
Mount Wellington South West
Mount Wellington West
Mountview
Moutere Hills
Mowhanau
Murchison-Nelson Lakes
Muriwai
Muriwai Valley-Bethells Beach
Murrays Bay East
Murrays Bay West
Murupara
Musselburgh
Myross Bush
Mākara-Ohariu
Mākikihi-Willowbridge
Māngere Bridge
Māngere Bridge Ambury
Māngere Central
Māngere East
Māngere Mascot
Māngere Mountain View
Māngere North
Māngere South
Māngere South East
Māngere West
Māpua
Naenae Central
Naenae North
Naenae South
Napier Central
Narrow Neck
National Park
Nawton East
Nawton West
Nayland
Nelson Airport
Nelson Central-Trafalgar
Nelson Creek
Nelson Park
Nelson Rural
Netherby
New Brighton
New Lynn Central
New Lynn Central South
New Lynn North
New Lynn North West
New Lynn Seabrook
New Lynn South
New Lynn South East
New Plymouth Central
New Windsor East
New Windsor North
New Windsor South
Newbury
Newfield
Newlands East
Newlands North
Newlands South
Newmarket
Newmarket Park
Newtons Road
Newtown North
Newtown South
Newtown West
Ngaio North
Ngaio South
Ngakuru
Ngamatea
Ngapara
Ngapuhi
Ngapuke
Ngapuna
Ngatea
Ngaumutawa
Ngongotahā East
Ngongotahā South
Ngongotahā Valley
Ngongotahā West
Ngunguru
Ngāhinapōuri
Ngāruawāhia Central
Ngāruawāhia North
Ngāruawāhia South
Nireaha-Eketāhuna
Normanby (Dunedin City)
Normanby (South Taranaki District)
Normandale
Norsewood
North Beach
North Cape
North East Valley Chingford
North East Valley Knox
North Harbour
Northcote (Christchurch City)
Northcote Central (Auckland)
Northcote Point (Auckland)
Northcote South (Auckland)
Northcote Tuff Crater
Northcross
Northlake
Northland (Wellington City)
Northlands (Christchurch City)
Northpark North
Northpark South
Northwood
Nukuhau
Oaklands East
Oaklands West
Oaklands-St Kilda
Oakleigh-Mangapai
Oamaru Central
Oamaru Gardens
Oamaru North Milner Park
Oamaru North Orana Park
Oceanic Auckland Region East
Oceanic Auckland Region West
Oceanic Bay of Plenty Region
Oceanic Canterbury Region
Oceanic Chatham Islands
Oceanic Gisborne Region
Oceanic Hawke's Bay Region
Oceanic Manawatū-Whanganui Region East
Oceanic Manawatū-Whanganui Region West
Oceanic Marlborough Region
Oceanic Nelson Region
Oceanic Northland Region
Oceanic Otago Region
Oceanic Southland Region
Oceanic Taranaki Region
Oceanic Tasman Region
Oceanic Three Kings Islands
Oceanic Waikato Region East
Oceanic Waikato Region West
Oceanic Wellington Region
Oceanic West Coast Region
Ohakuri
Ohangai
Ohauiti
Ohoka
Okahukura Peninsula
Okaiawa
Okauia
Okuku
Omahu Strip
Omahu-Pakowhai
Omahuta Forest-Horeke
Omaio
Omanu Beach
Omata
Omihi
One Tree Hill Amaru
One Tree Hill Oranga
One Tree Point
Onehunga Central
Onehunga North
Onehunga West
Onehunga-Te Papapa Industrial
Onekawa Central
Onekawa East
Onekawa South
Onekawa West
Onepoto
Onepu Spring
Onerahi
Onerahi Park
Oneroa East-Palm Beach
Oneroa West
Onetangi
Onewhero
Onslow
Opaki
Opawa
Opoho
Oponae
Opua (Mackenzie District)
Orakei East
Orakei West
Oranga
Oratia
Oreti River
Orewa Central
Orewa North
Orewa South
Orewa West
Oriental Bay
Ormiston Central
Ormiston East
Ormiston North
Ormiston South
Ormiston South East
Oroua Downs
Oruru-Parapara
Ostend
Otago Peninsula
Otaihanga
Otaika-Portland
Otairi
Otamatea (Kaipara District)
Otamatea (Whanganui District)
Otangarei
Otangiwai-Ōhura
Otatara
Otawa
Oteha East
Oteha West
Otūmoetai East
Otūmoetai North
Otūmoetai South
Outer Kaiti
Outer Wakatipu
Outer Wānaka
Owahanga
Oxford
Oxford Estate
Pacific Lakes
Pacific View
Paekākāriki
Paekākāriki Hill
Paeroa
Paeroa Rural
Pahiatua
Pahoia East
Pahoia West
Pahurehure
Paihia
Pakaraka
Pakuranga Central
Pakuranga Heights East
Pakuranga Heights North West
Pakuranga Heights South West
Pakuranga North
Pakuranga West
Palm Beach North
Palm Beach South-Gravatt
Palmerston
Palmerston North Airport
Palmerston North Central
Palmerston North Hospital
Panmure East
Panmure Glen Innes Industrial
Panmure West
Papaioea North
Papaioea South
Papakura Central
Papakura East
Papakura Eastburn
Papakura Industrial
Papakura Kelvin
Papakura Massey Park
Papakura North
Papakura North East
Papakura West
Papakōwhai
Papamoa Beach North
Papamoa Beach South
Papanui East
Papanui North
Papanui West
Paparangi
Paparua
Papatawa
Papatoetoe Central East
Papatoetoe Central West
Papatoetoe East
Papatoetoe North
Papatoetoe North East
Papatoetoe North West
Papatoetoe South
Papatoetoe South West
Papatoetoe West
Paraite
Parakai
Paraonui
Paraparaumu Beach East
Paraparaumu Beach North
Paraparaumu Beach West
Paraparaumu Central
Paraparaumu East
Paraparaumu North
Paremata
Parewanui
Parihaka
Park West
Parkdale
Parkhaven
Parklands
Parkside
Parkvale
Parnassus
Parnell East
Parnell West
Patumāhoe
Patumāhoe Rural
Peachgrove
Peacocke
Pegasus
Pegasus Bay
Peka Peka
Pekerau
Pembroke
Pencarrow
Penrose
Peria
Petone Central
Petone East
Petone Esplanade
Phillipstown
Piha
Pihauatua
Pine Hill-Dalmore
Pinehaven
Pinehill North
Pinehill South
Pioneer West
Pipitea-Kaiwharawhara
Pirimai East
Pirimai West
Pirongia
Pirongia Forest
Playford Park
Pleasant Heights
Pleasant Point
Plimmerton
Poets Block
Pohangina-Apiti
Poike
Point Chevalier East
Point Chevalier North
Point Chevalier West
Point England North
Point England South
Point View
Pokuru
Pomare
Pongakawa
Ponsonby East
Ponsonby West
Poraiti Flat
Poraiti Hills
Porirua Central
Porirua East
Porritt
Port Chalmers
Port Hills
Port Nelson
Port Taranaki
Port Waikato-Waikaretu
Port-Limeburners
Postgate
Poukawa
Poutoa
Prebbleton North
Prebbleton South
Prestons
Prestons Park
Prestonville-Grasmere
Puhinui East
Puhinui North
Puhinui South
Puhoi Valley
Pukehangi North
Pukehangi South
Pukehina Beach
Pukekawa
Pukekohe Central
Pukekohe Hospital
Pukekohe North
Pukekohe North West
Pukekohe South West
Pukekohe West
Pukemoremore
Pukenui
Pukerimu
Pukerua Bay
Puketapu-Eskdale
Pukete East
Pukete West
Puketitiri-Tutira
Puketona-Waitangi
Puketotara
Puni
Puniu
Putiki
Putāruru
Putāruru Rural
Pyes Pa East
Pyes Pa North
Pyes Pa North West
Pyes Pa South
Pyes Pa West
Pāremoremo East
Pāremoremo West
Pārua Bay
Pātaua
Pātea
Pāuanui
Pāuatahanui
Pōhara-Abel Tasman
Pōkeno North
Pōkeno Rural
Pōkeno South
Quail Rise
Quay Street-Customs Street
Queen Street
Queen Street South West
Queens Square
Queenspark
Queenstown Central
Queenstown East
Queenstown Hill
Queenwood (Hamilton City)
Queenwood (Horowhenua District)
Raceway Park
Raetihi
Raglan
Ramanui
Ramarama
Randwick Park East
Randwick Park West
Rangataiki
Rangatira Park
Rangaunu Harbour
Rangiora Central
Rangiora North East
Rangiora North West
Rangiora South East
Rangiora South West
Rangitane-Purerua
Rangitata
Rangitihi
Rangiuru
Raumanga
Raumati Beach East
Raumati Beach West
Raumati South
Raureka
Ravensbourne-St Leonards
Ravenswood
Rawhiti
Red Beach East
Red Beach West
Red Hill
Redcastle
Redcliffs
Redwood East
Redwood North
Redwood West
Redwoodtown East
Redwoodtown West
Reefton
Regents Park
Remuera Abbotts Park
Remuera East
Remuera North
Remuera South
Remuera Waiata
Remuera Waiatarua
Remuera Waitaramoa
Remuera West
Renwick
Resthill
Riccarton Central
Riccarton East
Riccarton Racecourse
Riccarton South
Riccarton West
Richmond (Invercargill City)
Richmond Central (Tasman District)
Richmond Downs-Wardville
Richmond Heights
Richmond North (Christchurch City)
Richmond South (Christchurch City)
Richmond South (Tasman District)
Richmond West (Tasman District)
Riverdale
Riverhead
Riverhead Forest
Riverlands
Riverlea
Riversdale-Islington
Riversdale-Piano Flat
Riverside
Riverstone Terraces
Riverton
Riverview
Rockdale
Rolleston Central
Rolleston Izone
Rolleston North Central
Rolleston North East
Rolleston South Central
Rolleston South East
Rolleston South West
Rolleston Tauwharekākaho
Rongomai East
Rongomai West
Rongotai
Rooseville Park
Rosa Birch Park
Rosebank Peninsula
Rosedale-Hargest
Rosehill
Roseneath
Roseneath-Sawyers Bay
Roslyn (Dunedin City)
Roslyn (Palmerston North City)
Rothesay Bay
Rotoiti-Rotoehu
Rotokauri
Rotongata
Rotoorangi
Rotorua Central
Rototuna East
Rototuna North
Rototuna South East
Rototuna South West
Rototuna West
Rowandale East
